split,rel_path,abs_path,width,height,aspect_ratio
train,train/photo/209328/135183.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\209328\135183.jpg,1536,1024,1.5
train,train/photo/209328/136050.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\209328\136050.jpg,1534,1024,1.498
train,train/photo/209328/136048.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\209328\136048.jpg,684,1024,0.668
train,train/herbarium/209328/135392.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\209328\135392.jpg,651,1024,0.636
train,train/herbarium/209328/136149.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\209328\136149.jpg,776,1024,0.758
train,train/herbarium/209328/135128.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\209328\135128.jpg,687,1024,0.671
train,train/herbarium/209328/136173.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\209328\136173.jpg,767,1024,0.749
train,train/herbarium/209328/135107.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\209328\135107.jpg,687,1024,0.671
train,train/herbarium/209328/135409.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\209328\135409.jpg,658,1024,0.643
train,train/herbarium/209328/136186.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\209328\136186.jpg,778,1024,0.76
train,train/herbarium/209328/135210.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\209328\135210.jpg,659,1024,0.644
train,train/herbarium/209328/135478.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\209328\135478.jpg,659,1024,0.644
train,train/herbarium/209328/135201.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\209328\135201.jpg,664,1024,0.648
train,train/herbarium/209328/135507.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\209328\135507.jpg,683,1024,0.667
train,train/herbarium/209328/135775.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\209328\135775.jpg,783,1024,0.765
train,train/herbarium/209328/136074.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\209328\136074.jpg,683,1024,0.667
train,train/herbarium/209328/136058.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\209328\136058.jpg,762,1024,0.744
train,train/herbarium/209328/135433.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\209328\135433.jpg,665,1024,0.649
train,train/herbarium/209328/135430.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\209328\135430.jpg,666,1024,0.65
train,train/herbarium/209328/135324.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\209328\135324.jpg,664,1024,0.648
train,train/herbarium/209328/135553.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\209328\135553.jpg,683,1024,0.667
train,train/herbarium/209328/135076.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\209328\135076.jpg,683,1024,0.667
train,train/herbarium/209328/135277.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\209328\135277.jpg,687,1024,0.671
train,train/herbarium/209328/135193.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\209328\135193.jpg,656,1024,0.641
train,train/herbarium/209328/135323.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\209328\135323.jpg,640,1024,0.625
train,train/photo/211059/186740.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\211059\186740.jpg,683,1024,0.667
train,train/photo/211059/186874.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\211059\186874.jpg,1365,1024,1.333
train,train/photo/211059/186871.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\211059\186871.jpg,1365,1024,1.333
train,train/photo/211059/186885.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\211059\186885.jpg,768,1024,0.75
train,train/photo/211059/186872.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\211059\186872.jpg,1365,1024,1.333
train,train/photo/211059/186768.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\211059\186768.jpg,1365,1024,1.333
train,train/photo/211059/186883.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\211059\186883.jpg,768,1024,0.75
train,train/photo/211059/189201.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\211059\189201.jpg,1536,1024,1.5
train,train/photo/211059/186873.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\211059\186873.jpg,1365,1024,1.333
train,train/photo/211059/186884.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\211059\186884.jpg,1365,1024,1.333
train,train/photo/211059/186886.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\211059\186886.jpg,768,1024,0.75
train,train/photo/211059/186887.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\211059\186887.jpg,768,1024,0.75
train,train/photo/211059/186729.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\211059\186729.jpg,1600,1024,1.562
train,train/photo/211059/186766.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\211059\186766.jpg,1365,1024,1.333
train,train/photo/211059/186870.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\211059\186870.jpg,1365,1024,1.333
train,train/photo/211059/186737.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\211059\186737.jpg,1820,1024,1.777
train,train/photo/211059/186730.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\211059\186730.jpg,1820,1024,1.777
train,train/photo/211059/186767.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\211059\186767.jpg,768,1024,0.75
train,train/photo/211059/186769.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\211059\186769.jpg,768,1024,0.75
train,train/photo/211059/186741.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\211059\186741.jpg,683,1024,0.667
train,train/photo/211059/186888.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\211059\186888.jpg,1365,1024,1.333
train,train/photo/211059/189116.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\211059\189116.jpg,698,1024,0.682
train,train/herbarium/211059/188155.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\211059\188155.jpg,640,1024,0.625
train,train/herbarium/211059/187842.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\211059\187842.jpg,638,1024,0.623
train,train/herbarium/211059/187644.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\211059\187644.jpg,657,1024,0.642
train,train/herbarium/211059/186538.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\211059\186538.jpg,683,1024,0.667
train,train/herbarium/211059/187864.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\211059\187864.jpg,641,1024,0.626
train,train/herbarium/211059/188540.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\211059\188540.jpg,772,1024,0.754
train,train/herbarium/211059/186803.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\211059\186803.jpg,700,1024,0.684
train,train/herbarium/211059/187504.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\211059\187504.jpg,655,1024,0.64
train,train/herbarium/211059/187039.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\211059\187039.jpg,662,1024,0.646
train,train/herbarium/211059/186691.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\211059\186691.jpg,698,1024,0.682
train,train/herbarium/211059/186680.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\211059\186680.jpg,682,1024,0.666
train,train/herbarium/211059/186684.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\211059\186684.jpg,698,1024,0.682
train,train/herbarium/211059/188632.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\211059\188632.jpg,678,1024,0.662
train,train/herbarium/211059/186788.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\211059\186788.jpg,716,1024,0.699
train,train/herbarium/211059/188483.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\211059\188483.jpg,776,1024,0.758
train,train/herbarium/211059/188527.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\211059\188527.jpg,777,1024,0.759
train,train/herbarium/211059/188008.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\211059\188008.jpg,659,1024,0.644
train,train/herbarium/211059/188464.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\211059\188464.jpg,775,1024,0.757
train,train/photo/244705/219.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\244705\219.jpg,1024,671,1.526
train,train/photo/244705/305728.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\244705\305728.jpg,1536,1024,1.5
train,train/photo/244705/305714.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\244705\305714.jpg,1536,1024,1.5
train,train/photo/244705/305727.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\244705\305727.jpg,1536,1024,1.5
train,train/photo/244705/305726.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\244705\305726.jpg,1536,1024,1.5
train,train/photo/244705/305713.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\244705\305713.jpg,1536,1024,1.5
train,train/photo/244705/305607.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\244705\305607.jpg,768,1024,0.75
train,train/photo/244705/305683.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\244705\305683.jpg,1365,1024,1.333
train,train/photo/244705/305606.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\244705\305606.jpg,1365,1024,1.333
train,train/photo/244705/305730.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\244705\305730.jpg,1536,1024,1.5
train,train/photo/244705/305265.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\244705\305265.jpg,1536,1024,1.5
train,train/photo/244705/305712.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\244705\305712.jpg,1536,1024,1.5
train,train/photo/244705/305722.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\244705\305722.jpg,683,1024,0.667
train,train/photo/244705/305709.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\244705\305709.jpg,1536,1024,1.5
train,train/photo/244705/305723.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\244705\305723.jpg,683,1024,0.667
train,train/photo/244705/305711.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\244705\305711.jpg,1536,1024,1.5
train,train/photo/244705/305707.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\244705\305707.jpg,1541,1024,1.505
train,train/photo/244705/305682.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\244705\305682.jpg,1365,1024,1.333
train,train/photo/244705/305704.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\244705\305704.jpg,1365,1024,1.333
train,train/photo/244705/305720.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\244705\305720.jpg,683,1024,0.667
train,train/photo/244705/305725.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\244705\305725.jpg,1536,1024,1.5
train,train/photo/244705/305266.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\244705\305266.jpg,1536,1024,1.5
train,train/herbarium/244705/305454.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\244705\305454.jpg,660,1024,0.645
train,train/herbarium/244705/305586.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\244705\305586.jpg,777,1024,0.759
train,train/herbarium/244705/305634.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\244705\305634.jpg,771,1024,0.753
train,train/herbarium/244705/305307.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\244705\305307.jpg,642,1024,0.627
train,train/herbarium/244705/305311.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\244705\305311.jpg,647,1024,0.632
train,train/herbarium/244705/305484.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\244705\305484.jpg,672,1024,0.656
train,train/herbarium/244705/305577.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\244705\305577.jpg,683,1024,0.667
train,train/herbarium/244705/305459.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\244705\305459.jpg,657,1024,0.642
train,train/herbarium/244705/305629.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\244705\305629.jpg,778,1024,0.76
train,train/herbarium/244705/305671.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\244705\305671.jpg,778,1024,0.76
train,train/herbarium/244705/305387.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\244705\305387.jpg,658,1024,0.643
train,train/herbarium/244705/305403.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\244705\305403.jpg,642,1024,0.627
train,train/herbarium/244705/305679.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\244705\305679.jpg,772,1024,0.754
train,train/herbarium/244705/305528.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\244705\305528.jpg,661,1024,0.646
train,train/herbarium/244705/305372.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\244705\305372.jpg,644,1024,0.629
train,train/herbarium/244705/305506.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\244705\305506.jpg,668,1024,0.652
train,train/herbarium/244705/305445.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\244705\305445.jpg,660,1024,0.645
train,train/herbarium/244705/305512.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\244705\305512.jpg,655,1024,0.64
train,train/photo/248392/145751.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\248392\145751.jpg,1536,1024,1.5
train,train/photo/248392/146201.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\248392\146201.jpg,1539,1024,1.503
train,train/photo/248392/146210.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\248392\146210.jpg,760,1024,0.742
train,train/photo/248392/146195.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\248392\146195.jpg,1365,1024,1.333
train,train/photo/248392/2810.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\248392\2810.jpg,1024,666,1.538
train,train/photo/248392/146220.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\248392\146220.jpg,1563,1024,1.526
train,train/photo/248392/146216.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\248392\146216.jpg,1536,1024,1.5
train,train/photo/248392/2811.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\248392\2811.jpg,1024,684,1.497
train,train/photo/248392/146226.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\248392\146226.jpg,1536,1024,1.5
train,train/photo/248392/145773.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\248392\145773.jpg,1536,1024,1.5
train,train/photo/248392/146196.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\248392\146196.jpg,1365,1024,1.333
train,train/photo/248392/146200.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\248392\146200.jpg,1539,1024,1.503
train,train/photo/248392/146209.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\248392\146209.jpg,806,1024,0.787
train,train/photo/248392/2812.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\248392\2812.jpg,1024,672,1.524
train,train/photo/248392/2813.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\248392\2813.jpg,1024,666,1.538
train,train/photo/248392/146187.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\248392\146187.jpg,1365,1024,1.333
train,train/photo/248392/2815.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\248392\2815.jpg,1024,672,1.524
train,train/photo/248392/146218.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\248392\146218.jpg,1536,1024,1.5
train,train/photo/248392/145750.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\248392\145750.jpg,647,1024,0.632
train,train/photo/248392/2816.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\248392\2816.jpg,1024,672,1.524
train,train/photo/248392/2814.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\248392\2814.jpg,1024,674,1.519
train,train/herbarium/248392/146230.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\248392\146230.jpg,853,1024,0.833
train,train/herbarium/248392/146105.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\248392\146105.jpg,775,1024,0.757
train,train/herbarium/248392/145869.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\248392\145869.jpg,650,1024,0.635
train,train/herbarium/248392/145975.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\248392\145975.jpg,683,1024,0.667
train,train/herbarium/248392/145730.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\248392\145730.jpg,683,1024,0.667
train,train/herbarium/248392/145827.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\248392\145827.jpg,683,1024,0.667
train,train/herbarium/248392/145863.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\248392\145863.jpg,666,1024,0.65
train,train/herbarium/248392/145935.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\248392\145935.jpg,656,1024,0.641
train,train/herbarium/248392/145907.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\248392\145907.jpg,661,1024,0.646
train,train/herbarium/248392/145601.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\248392\145601.jpg,683,1024,0.667
train,train/herbarium/248392/145857.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\248392\145857.jpg,654,1024,0.639
train,train/herbarium/248392/145972.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\248392\145972.jpg,776,1024,0.758
train,train/herbarium/248392/146017.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\248392\146017.jpg,683,1024,0.667
train,train/herbarium/248392/145946.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\248392\145946.jpg,768,1024,0.75
train,train/herbarium/248392/145684.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\248392\145684.jpg,683,1024,0.667
train,train/herbarium/248392/146086.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\248392\146086.jpg,774,1024,0.756
train,train/herbarium/248392/145716.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\248392\145716.jpg,683,1024,0.667
train,train/herbarium/248392/145592.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\248392\145592.jpg,683,1024,0.667
train,train/herbarium/248392/145789.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\248392\145789.jpg,683,1024,0.667
train,train/photo/254180/232942.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\254180\232942.jpg,768,1024,0.75
train,train/photo/254180/232967.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\254180\232967.jpg,683,1024,0.667
train,train/photo/254180/2049.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\254180\2049.jpg,679,1024,0.663
train,train/photo/254180/2044.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\254180\2044.jpg,679,1024,0.663
train,train/photo/254180/2052.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\254180\2052.jpg,678,1024,0.662
train,train/photo/254180/2048.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\254180\2048.jpg,679,1024,0.663
train,train/photo/254180/2047.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\254180\2047.jpg,676,1024,0.66
train,train/photo/254180/232970.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\254180\232970.jpg,1536,1024,1.5
train,train/photo/254180/232968.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\254180\232968.jpg,1536,1024,1.5
train,train/photo/254180/2056.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\254180\2056.jpg,674,1024,0.658
train,train/photo/254180/2053.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\254180\2053.jpg,676,1024,0.66
train,train/photo/254180/2043.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\254180\2043.jpg,676,1024,0.66
train,train/photo/254180/2060.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\254180\2060.jpg,674,1024,0.658
train,train/photo/254180/2057.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\254180\2057.jpg,676,1024,0.66
train,train/photo/254180/232946.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\254180\232946.jpg,1365,1024,1.333
train,train/photo/254180/2054.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\254180\2054.jpg,679,1024,0.663
train,train/photo/254180/2051.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\254180\2051.jpg,679,1024,0.663
train,train/photo/254180/233102.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\254180\233102.jpg,767,1024,0.749
train,train/photo/254180/232943.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\254180\232943.jpg,768,1024,0.75
train,train/photo/254180/2059.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\254180\2059.jpg,678,1024,0.662
train,train/photo/254180/232944.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\254180\232944.jpg,1365,1024,1.333
train,train/photo/254180/2055.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\254180\2055.jpg,676,1024,0.66
train,train/herbarium/254180/233012.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\254180\233012.jpg,683,1024,0.667
train,train/herbarium/254180/233034.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\254180\233034.jpg,661,1024,0.646
train,train/herbarium/254180/233093.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\254180\233093.jpg,683,1024,0.667
train,train/herbarium/254180/233023.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\254180\233023.jpg,663,1024,0.647
train,train/herbarium/254180/233068.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\254180\233068.jpg,683,1024,0.667
